Unnamed: 0,Title,Year,Run Time,Rating,Votes,MetaScore,Gross,Genre,Certification,Director,Stars,Description,Storyline,Plot Keywords
3712,Violent Cop,1989,103,7.1,12621,,0,"['Action', ' Crime', ' Drama']",Not Rated,['Takeshi Kitano'],"['Takeshi Kitano', 'Maiko Kawakami', 'Makoto Ashikawa', 'Shirô Sano']","['A', 'violence', 'prone', 'police', 'officer', 'discovers', 'that', 'his', 'colleague', 'is', 'trafficking', 'drugs.']",,"violence, police, policeman, anti hero, vigilantism, police corruption, hitman, drug dealer, criminal, crime boss, corrupt cop, organized crime, neo noir, shootout, tough cop, rookie cop, police investigation, police chase, mob boss, yakuza, death of friend, gore, violent cop, gangster, bloody violence, urban setting, tokyo japan, 1980s, drug trafficking, cigarette smoking, f word, drugs, detective, police officer, friend, directorial debut, mentally challenged woman, henchman, kidnapping, close up of eyes, slapstick comedy, deadpan comedy, run down with a car, hostage, sex with a hostage, sex, pursuit, chase, drug use, police shootout"
3713,Wazir,2016,103,7.1,19639,,590000,"['Action', ' Crime', ' Drama']",Not Rated,['Bejoy Nambiar'],"['Amitabh Bachchan', 'Farhan Akhtar', 'Aditi Rao Hydari', 'John Abraham']","['A', 'grief-stricken', 'cop', 'and', 'an', 'amputee', 'grandmaster', 'are', 'brought', 'together', 'by', 'a', 'peculiar', 'twist', 'of', 'fate', 'as', 'part', 'of', 'a', 'wider', 'conspiracy', 'that', 'has', 'darkened', 'their', 'lives.']",,"kashmir, checkmate, muslim, character name as title, murder, flashback, blood, explosion, chase, revenge, husband wife relationship, friendship, fire, pistol, shot to death, good versus evil, hospital, father daughter relationship, shootout, photograph, police, police officer, shot in the back, gun, rain, anger, interrogation, motorcycle, self sacrifice, conspiracy thriller, conspiracy, chess grandmaster, chess, race against time, one word title, title spoken by character, surprise ending"
3714,Marighella,2019,155,7.1,55766,,,"['Action', ' Drama', ' History']",,['Wagner Moura'],"['Seu Jorge', 'Bruno Gagliasso', 'Luiz Carlos Vasconcelos', 'Humberto Carrão']","['Facing', 'a', 'violent', 'military', 'dictatorship', 'and', 'an', 'intimidated', 'opposition,', 'writer-turned-politician', 'Carlos', 'Marighella', 'articulates', 'a', 'resistance', 'all', 'the', 'while', 'ousting', 'heinous', 'crimes', 'of', 'torture', 'and', 'the', 'infamous', 'censorship', 'instituted', 'by', 'the', 'regime.']",,"dictatorship, military dictatorship, fascism, racial issues, torture, brazilian politics, democracy, oppression, brazilian military dictatorship, brazilian politician, afro brazilian, sao paulo brazil, southeast brazil, rio de janeiro brazil, communist, salvador brazil, northeast brazil, brazil united states relations, nude male torture, male full frontal nudity, male pubic hair, kidnapping, black actor playing white character, pubic hair, male nudity, controversial film, terrorism, gay interest"
3715,Luck by Chance,2009,156,7.1,10798,58,360000,['Drama'],Not Rated,['Zoya Akhtar'],"['Farhan Akhtar', 'Konkona Sen Sharma', 'Rishi Kapoor', 'Dimple Kapadia']","['When', 'Vikram', 'gets', 'tapped', 'to', 'play', 'the', 'male', 'lead', 'in', 'a', 'Bollywood', 'film,', 'he', ""can't"", 'believe', 'his', 'luck.', 'But', 'it', 'may', 'ruin', 'his', 'relationship', 'with', 'his', 'girlfriend.']",,"looking at oneself in a mirror, character repeats someone else's dialogue, cameo, talking to a mirror, female director, female filmmaker, luck, f rated, title directed by female, chance meeting, washed up star, struggling actress, visual metaphor, thinking cap, strained relationship, script writer, screenwriter, screenplay, screen writing, satire, rehearsal, movie studio, mending friendship, friendship gone bad, end of friendship, dispute, big break, acting school, acting class, goa india, mirror, real life parallel, multiple cameos, talking to self, selfishness, self reflection, reflection in glass, new beginning, monologue, following a dream, female boss, actress playing herself, actor playing himself, price of fame, contemporary setting, behind the scenes, female protagonist, long take, meta film, ensemble cast"
3716,Gabbar Is Back,2015,128,7.1,26043,,,"['Action', ' Crime', ' Drama']",Not Rated,['Radha Krishna Jagarlamudi'],"['Akshay Kumar', 'Shruti Haasan', 'Kareena Kapoor', 'Suman']","['A', 'grief-stricken', 'man', 'takes', 'the', 'law', 'into', 'his', 'own', 'hands', 'when', 'he', 'begins', 'to', 'kidnap', 'and', 'murder', 'corrupt', 'public', 'servants.']",,"vigilante, police officer, remake of tamil film, investigation, policeman, childbirth, abduction, corruption, professor, tough guy, vigilantism, self justice, righteous rage, widower, pseudonym, character name in title, impersonating a police officer, coffin, tire iron, cemetery, flashback, swimming pool, train, confession of a crime, hanging, reference to james bond, insult, journalist, baby, good versus evil, anger, tragic event, loss of wife"
3717,Blackmail,2018,138,7.1,11390,,,"['Comedy', ' Thriller']",Not Rated,['Abhinay Deo'],"['Irrfan Khan', 'Kirti Kulhari', 'Urmila Matondkar', 'Alfredo Tavares']","['When', 'Dev', 'finds', 'out', 'his', 'wife', 'is', 'cheating', 'on', 'him,', 'he', 'secretly', 'blackmails', 'his', 'wife', 'and', 'her', 'lover', 'as', 'a', 'form', 'of', 'revenge.']",,"blackmail, scotland yard, blackmailer, artist's studio, glove, cigar smoking, london england, british museum, attempted rape, teahouse, british noir, rape and revenge, painter as artist, car chase, police chase, interrupted meeting, ballerina costume, writer director, murder in self defense, tobacco shop, father daughter relationship, guilty conscience, revolver, reading room, king's jester, bread knife, villain falls to his death, chief inspector, handwritten note, damaged painting, singing bird, police department, london landmark, subway car, two timing woman, staircase tracking shot, offscreen killing, signature, running in a museum, domed building, police procedural crime, crime drama, psychological thriller, overhead camera shot, theft, woman dresses, woman in jeopardy, hitchcock and allgood, psychological drama, killing in self defense"
3718,War of the Arrows,2011,122,7.1,12607,,250000,"['Action', ' Adventure']",R,['Han-min Kim'],"['Park Hae-il', 'Seung-ryong Ryu', 'Mu-Yeol Kim', 'Moon Chae-Won']","['A', 'skilled', 'Korean', 'archer', 'goes', 'up', 'against', 'the', 'mighty', 'force', 'of', 'Manchus', 'with', 'the', 'sole', 'purpose', 'of', 'rescuing', 'his', 'kidnapped', 'sister.']",,"alien, mass death, survival, underground, brutality, escape, paranoia, little girl, near death experience, cult film, disintegrating body, good versus evil, underwater scene, mass destruction, dreamworks, based on the works of h.g. wells, child in jeopardy, alien invasion sci fi, watching a cartoon on tv, cartoon on tv, humanity in jeopardy, 10 year old girl, blonde haired girl, the future, cage, bird, blood donation, minuteman statue, blindfold, cellar, capsized boat, song, singing, abduction, kidnapping, refugee, dead body floating in a river, bridge, girl, teenage boy, train on fire, runaway train, train, crying, extraterrestrial, dying, destruction, fear, hiding under a table, violence"
3719,Sonu Ke Titu Ki Sweety,2018,138,7.1,23936,,,"['Comedy', ' Romance']",Not Rated,['Luv Ranjan'],"['Kartik Aaryan', 'Nushrratt Bharuccha', 'Sunny Singh', 'Alok Nath']","['Titu', 'is', 'going', 'to', 'marry', 'a', 'perfect', 'woman', 'named', 'Sweety.', ""Titu's"", 'best-friend', 'Sonu', 'doubts', ""Sweety's"", 'character', 'and', 'tries', 'to', 'break', 'the', 'marriage', 'while', 'Sweety', 'tries', 'to', 'do', 'opposite', 'and', 'which', 'leads', 'to', 'war', 'between', 'Bromance', 'and', 'Romance.']",,"friendship, bromance, male protagonist, female villain, protective friend, friendship between men, male male relationship, male male friendship, friend, male crying, female crying, rivalry, male bonding, brotherly love, bare chested male, party, drinking, ex boyfriend ex girlfriend relationship, gay subtext, manipulative woman, wedding"
3720,Who Finds a Friend Finds a Treasure,1981,108,7.1,12384,,,"['Adventure', ' Comedy', ' Action']",,['Sergio Corbucci'],"['Terence Hill', 'Bud Spencer', 'John Fujioka', 'Louise Bennett']","['On', 'a', 'small', 'pacific', 'island,', 'Alan', 'and', 'Charlie', 'try', 'to', 'find', 'a', 'war', 'treasure', 'left', 'behind', 'by', 'the', 'Japanese', 'army', 'in', 'World', 'War', 'II.']",,"buddy comedy, sailboat, sea, fistfight, brawl, gay pirate, island, treasure, pacific, soldier, buddy, gang, fight, sun, independent film"
3721,The Women on the 6th Floor,2010,102,7.1,10594,52,720000,['Comedy'],Not Rated,['Philippe Le Guay'],"['Fabrice Luchini', 'Sandrine Kiberlain', 'Natalia Verbeke', 'Carmen Maura']","['In', '1960s', 'Paris,', 'a', 'conservative', ""couple's"", 'lives', 'are', 'turned', 'upside', 'down', 'by', 'a', 'group', 'of', 'Spanish', 'maids', 'that', 'live', 'in', 'the', 'same', 'building.']",,"1960s, petty bourgeois, soft boiled egg, class differences, spanish immigrant, housemaid, paris france, female topless nudity, peeping, female rear nudity, woman in a shower, reference to the spanish civil war, reference to eugene ionesco, reference to francisco franco, reference to charles de gaulle, strong female character, rich kid, paella, plumber, employer employee relationship, high class, divorce, bathtub, communist, anti fascism, reference to franco, picnic, citroen d s, catholic mass, prayer, serving, serving tray, impossible love, love, jealous wife, female jealousy, jealousy, reference to diego velazquez, caretaker, egg, upper class, class distinction, spain, talking to the audience, breaking the fourth wall by talking to the audience, housekeeping, spanish woman, year 1965, year 1962, female nudity"
3722,A Touch of Sin,2013,130,7.1,12426,77,90000,"['Action', ' Drama']",Not Rated,['Zhangke Jia'],"['Wu Jiang', 'Baoqiang Wang', 'Tao Zhao', 'Lanshan Luo']","['Four', 'independent', 'stories', 'set', 'in', 'modern', 'China', 'about', 'random', 'acts', 'of', 'violence.']",,"modern china, china, violence, injustice, dehumanization, assassin, downward spiral, women singing, riding a motorcycle, hatchet, victim kills assailant, over turned truck, spilled load, self injection, shot in the head point blank, blood spatter, horse drawn cart, brains blown out, killing a chicken, surrounded by snakes, split lip, slashed with a knife, stabbed in the belly, covered with blood, eating noodles, workplace injury, hand injury, factory worker, jumping off a balcony, falling to death, man wears a tuxedo, woman hitchhikes, woman wears a miniskirt, woman wears a string bikini, woman wears an animal print dress, woman wears a uniform, chinese woman, man hits a woman over and over, timeframe 2010s, post communism, displacement, capitalism, decadence, chinese opera, anomie, bureaucracy, alienation, blood splatter, motorcycle, goldfish in a plastic bag"
3723,The Bow,2005,90,7.1,11650,,,"['Drama', ' Romance']",Not Rated,['Kim Ki-duk'],"['Yeo-reum Han', 'Ji-Seok Seo', 'Jeon Gook-hwan', 'Seong-hwan Jeon']","['On', 'a', 'fishing', 'boat', 'at', 'sea,', 'a', '60-year', 'old', 'man', 'has', 'been', 'raising', 'a', 'girl', 'since', 'she', 'was', 'a', 'baby.', 'It', 'is', 'agreed', 'that', 'they', 'will', 'get', 'married', 'on', 'her', '17th', 'birthday,', 'and', 'she', 'is', '16', 'now.', 'They', 'live', 'a', 'quiet', 'and', 'secluded', 'life,', 'renting', 'the', 'boat', 'to', 'day', 'fishermen', 'and', 'practicing', 'strange', 'divination', 'rites.', 'Their', 'life', 'changes', 'when', 'a', 'teenage', 'student', 'comes', 'aboard...']",,"hanging, lynch mob, posse, miscarriage of justice, false accusation, national film registry, psychological western, shame, conscience, man tied up, strained father son relationship, violence, held at gunpoint, song, singer, singing, bartender, barfly, saloon girl, cattle rancher, reprisal, retribution, gang member, gang leader, soiled dove, desperation, havoc, crisis, misery, no mercy, cigarette smoking, sheriff, treachery, defiance, resolvement, drifter, drifting cowboy, brashness, distraut, stagecoach driver, saloon brawl, jeopardy, bigotry, racial stereotype, mocking laugh, humiliation, sadist, dishonesty, remorse, grief"
3724,A Small September Affair,2014,106,7.1,10738,,,"['Drama', ' Mystery', ' Romance']",,['Kerem Deren'],"['Farah Zeynep Abdullah', 'Engin Akyürek', 'Ceren Moray', 'Onur Tuna']","['Eylül,', 'who', 'does', 'not', 'remember', 'the', 'last', 'month', 'after', 'her', 'accident,', 'learns', 'that', 'she', 'was', 'in', 'Bozcaada', 'during', 'this', 'time', 'and', 'goes', 'to', 'Bozcaada', 'to', 'follow', 'the', 'truth', 'and', 'gets', 'close', 'to', 'an', 'artist', 'named', 'Tekin,', 'who', 'knows', 'her.']",,Plot keywords not found on the movie page
3725,Khuda Haafiz,2020,133,7.1,21373,,,"['Action', ' Crime', ' Drama']",TV-MA,['Faruk Kabir'],"['Vidyut Jammwal', 'Shivaleeka Oberoi', 'Annu Kapoor', 'Aahana Kumra']","['A', 'newly', 'married', ""couple's"", 'life', 'falls', 'in', 'jeopardy', 'when', 'the', 'wife', 'goes', 'missing', 'under', 'mysterious', 'circumstances.']",,"husband wife relationship, missing wife, two word title, god in title, action hero, kidnapping, flesh trade, race against time, action violence, fight, chase, explosion, old man, police, rescue mission, bike, violence, blood, financial crisis"
3726,Karthik Calling Karthik,2010,135,7.1,13095,,260000,"['Drama', ' Mystery', ' Romance']",Not Rated,['Vijay Lalwani'],"['Farhan Akhtar', 'Deepika Padukone', 'Ram Kapoor', 'Shefali Shah']","['A', 'much', 'abused', 'loner', 'achieves', 'success,', 'and', 'even', 'wins', 'the', 'heart', 'of', 'his', 'gorgeous', 'co-worker,', 'after', 'getting', 'early', 'morning', 'mysterious', 'phone', 'calls', 'from', 'someone.']",,"imagination, urban setting, cabin, disco, cochin india, mumbai india, train, boss, office, telephone call, palindrome, shot in sequence, sepia, color tint, black and white to color, color filter, black and white scene, puzzle solving, suicidal tendency, contemplated suicide, symbolism, time lapse photography, birthday present, suicide attempt, lack of nerve, e mail, psychiatrist, strained relationship, new job, nagging, suicidal thoughts, phone message, split personality, troubled past, falling into a well, childhood memory, childhood trauma, happy birthday to you, birthday, recurring dream, flashback, conflicted hero, dark past, haunted by the past, scar, voice mail, mental disorder, dolly zoom, snorricam, alter ego"
3727,Paa,2009,133,7.1,12443,30,200000,"['Comedy', ' Drama']",,['R. Balki'],"['Amitabh Bachchan', 'Abhishek Bachchan', 'Vidya Balan', 'Paresh Rawal']","['A', 'father', 'tries', 'to', 'help', 'his', 'son', 'cope', 'with', 'a', 'rare', 'condition', 'that', 'causes', 'the', 'young', 'boy', 'to', 'age', 'beyond', 'his', 'years.']",,"motherhood, cricket the sport, boy wears eyeglasses, politician, school, progeria, adult actor playing minor, reference to spider man, uprising, breaking news, television reporter, adult as child, waiting, golf, shopping, birthday, writing on hand, dancing, estranged father, webcam, e mail, political scandal, school principal, media circus, nerd, algebra, shyness, basketball, toy store, playground, mother son relationship, grandmother grandson relationship, computer, cat scan, old flame, single mother, piano, college romance, pregnancy test, train, church, clock, video game, channel surfing, flashback, 12 year old, hotel, chanting, globe, exhibit"
